review,rating
"The only game on my phone, I've loved it since I was playing it on a classic Gameboy. Totally worth playing. The Marathon is what you're looking for, trust me. Only downside is they have appallingly intrusive ad's that access your camera, Snapchat, chrome, etc completely against your will. I can't believe such an iconic game would allow such evil spyware. I'd rather pay for the app to support the developers directly than put up with ad's update: the ad's have gotten even worse. dont download.",2
they need better rewards,1
the ads are too much im done i played 2 games and had to close it out both times bc the ads don't care how nostalgic it is...ads ruin everything thanks for that,1
"I really like it, so nice. good game..",5
too many adds and other game pop ups,3
I love the game but there's too many ads 🥀,1
ads man,1
ads for video games you are FORCED to interact with and then forced to click on the app store link to get past. This is BEYOND poor business practice. EA has zero regard for their customers. Disgusting.,1
cool,4
"The game stopped working. It just loads forever and never actually opens. Love this for me right after I paid for ad-free. (And yes, an uninstall/reinstall is the first thing I tried.) 🥴",1
Está muy bueno.,5
TOO MANY ADDS,1
great to pass time,5
"your basically billionaires, pay for ads to removed forever not for 30 days absolutely criminal. robbing rats.",1
"Boring, short levels interrupted by ads that freeze & force you to Google play.",2
the ads are excessive,1
I hate the ads.,2
most predatory ad strategy ive encountered in a mobile game. cant play for more than 45 seconds without an awful 3 part ad.,1
ADs after EVERY LEVEL????,1
As of writing there is no paid version of this app. It's only playable with the most intrusive data hungry ads you will ever see. load times are absurd for a game that could probably play on a keychain. I play triple a titles with 4k graphics that load faster. They created the gaming equivalent of asbestos.,1
too many interruption,1
"REVIEW EDIT V IMPORTANT: THE APP IS NOW OPENING MULTIPLE MALICIOUS WEBSITES IN THE MIDDLE OF GAMEPLAY, NOT JUST WITH ADS. NEVER SEEN ANYTHING LIKE IT, THIS APP IS SERIOUSLY COMPROMISED AND I WILL BE UNINSTALLING AS THEY CLEARLY HAVE SERIOUS ISSUES THAT THEY AREN'T PROPERLY ADDRESSING. I CAN ONLY IMAGINE ITS BEEN HACKED AT SOME LEVEL AND I WOULD CAUTION ANYONE AGAINST DOWNLOADING IT",1
lately the ads have been kicking me out of the game and then it starts over again this never happened before and it is now annoying.,4
ui is unbearable can I just play some goddammit tetris?,1
"Downloaded the app, played a few rounds in between the adverts that you had to click 3 times to eventually dismiss, saw a scam warning page pop up on my browser and deleted the app. All in 15 minutes. Avoid.",1
crazy amount of ads. trash game asf. cant even play or compete smoothly without any ads poping up. should do pay to remove ad,1
"The app is good, now that I have a full account, it's so much fun!",5
trash,1
"Not the classic tetris experience at all, just a series of ads with brief tetris-ish puzzles",1
Terrible gaming experience. Ads all the time. Uninstalling now.,1
"dont worry guys, its the same old Tetris you know and love- PSYCH did you want to play tetris in the style of candy crush with the constant ads and everything? this is the app for you then. don't want the ads? you can pay two dollars to get rid of them! for 30 days only! actually kinda hate this would love an ad free endless tetris which, unfortunately, doesn't exist",1
Great until their forced ads restart the game. Delete!,3
Terrible experience. Used to be good before the relentless ads and when you could play offline,1
downloaded other apps to my phone.,1
love it 😀,5
"lots of ads, but good game play",3
The one and only original. Love it.,5
"downloaded it to play offline on transit used to have an ""offline mode"" but not anymore",1
Ads every after completing a level ruins the game,1
Too many ads :(,1
classic Tetris vibes.,5
Like a Tutor: Makes U Smart,5
y it's not offline 😡😡😡😡😡😡😡,5
I have been using the free version for a while however the ads now you cant skip them until you play the game each time it come on. its annoying may have to level up to get out of that,2
"The most similar to the original was the offline mode, but now it's not working at all. Before, it was not working properly since the restart option had to be selected multiple times, and one of the offline buttons didn't work.",1
"Awesome game, it's just tooooo many ads! Seriously a buzz kill",5
Favorite and best game that will go down in history forever!,5
I always enjoy playing Tetris!;),5
(As of 8/25/25) Lately the app has been getting stuck after ad glitches (where an add won't fully play and the screen will go back to the game but will be stuck--you can hear the music but the screen will be stuck where it was before the ad). Please advise.,5
loved tetris for many years!!!,5
"way too many ads, after each level unskippable ad for 30 secs.",1
"The ads are destroying this for me, I want to pay for the game to remove them but doesn't seem to be possible... why though?! the game itself is perfect, just make it possible to play without ads, I'll gladly pay!",1
"AVOID THIS APP!!! I downloaded this game to play some old-school classic tetris. I can only assume I tapped a button for an add which brought up a website stating my android device was infected with a virus and ""click here"" to do something about it before it becomes permanent. This was on the first level whilst playing the demo.",1
